created_time,id,message,hashtags,story
2017-02-21T08:35:10+0000,807722379247301_1433525046667028,"Media release

Clive Palmer extends hand of friendship to Citic Limited

Mineralogy was ready, willing and able to listen to Citic Limited on how it could assist the Chinese company with its Sino Iron Project in Western Australia, Clive Palmer said today.
 
Mr Palmer confirmed he had written to Citic Limited suggesting a meeting to resolve any matters that were affecting the project.
 
""I am happy to travel to Perth to meet the Chairman of Citic Limited to address first hand if anything needs to be done to ensure the success of the Sino Iron Project,’’ Mr Palmer said.
 
Mr Palmer has released the letter that Mineralogy forwarded to the Chairman of Citic Limited.
 
""I hope the Chairman will take the time to meet with me personally to discuss all matters Citic Limited is concerned with and how we can assist Citic in achieving its commercial objectives.
 
""We can achieve much more by working together for the people of Western Australia and China.
 
“As Winston Churchill once said: To jaw-jaw is always better than to war-war.
 
Mr Palmer said Mineralogy was open to do whatever was required to support Western Australia and the Western Australian community.
 
""I sincerely hope the Chairman of Citic Limited will accept my invitation to meet in Perth so we can jointly move the Sino Iron Project forward.
 
""Together we can achieve the extraordinary,’’ Mr Palmer said.
 
ENDS",,
2017-02-21T08:03:32+0000,807722379247301_1433509626668570,Free pap smear tests for women.,,
2017-02-21T08:02:23+0000,807722379247301_1433509126668620,"Come on @TurnbullMalcolm , fair suck of the sauce bottle. #auspol",#auspol,
2017-02-21T07:23:48+0000,807722379247301_1433488590004007,‪Vinegar chips are the best.‬,,
2017-02-20T20:38:02+0000,807722379247301_1433068676712665,"He said ""Salute her when her birthday comes""",,
2017-02-20T08:42:31+0000,807722379247301_1432602356759297,"Christian Porter, the next #PrimeMinister of Australia. You heard it first here.
#auspol @cporterwa","#PrimeMinister,#auspol",
2017-02-20T08:33:09+0000,807722379247301_1432598386759694,"If we can make our coal cleaner, we are helping the environment.",,
2017-02-20T08:32:49+0000,807722379247301_1432598266759706,"Give up fried hamburgers.
Raw onion makes you feel good.",,
2017-02-20T05:38:05+0000,807722379247301_1432501486769384,"Who wants a hot dog?
I love a hamburger.
I love a lettuce",,
2017-02-19T22:19:38+0000,807722379247301_1432270170125849,Great day in Sydney today,,
2017-02-18T20:18:51+0000,807722379247301_1431162526903280,Trust in each other and be trusted,,
2017-02-17T02:20:33+0000,807722379247301_1429149010437965,"As once said the problems of man, have been made by man and can be solved by man.",,
2017-02-17T02:18:15+0000,807722379247301_1429147200438146,We need positive economic growth. A strong economy.,,
2017-02-17T02:17:46+0000,807722379247301_1429146910438175,There are too many young people unemployed,,
2017-02-17T02:11:28+0000,807722379247301_1429143307105202,"Help pensioners, they need our compassion",,
2017-02-16T09:56:53+0000,807722379247301_1428284087191124,‪Great to be examined in Brisbane today by the next president of the Queensland court of appeal.‬,,
2017-02-15T22:57:30+0000,807722379247301_1427805850572281,‪Thumbs up as it's another great day. Share and like my page if you agree.‬,,
2017-02-15T20:11:00+0000,807722379247301_1427670577252475,We've got to employ our children and give them a future,,
2017-02-15T20:01:50+0000,807722379247301_1427660123920187,The music of life is in our laughter and liberation.,,
2017-02-15T20:00:50+0000,807722379247301_1427659080586958,Great day on the gold coast,,
2017-02-14T22:26:48+0000,807722379247301_1426839700668896,Looking forward to today & the opportunity it gives to all of us.,,
2017-02-14T21:53:33+0000,807722379247301_1426821404004059,Beautiful day in Brisbane,,
2017-02-13T22:31:48+0000,807722379247301_1425981890754677,"Im not seeking any money from the Australian government. Im seeking justice from Turnbull & Cash personally.
#auspol",#auspol,
2017-02-13T22:30:53+0000,807722379247301_1425981510754715,Malcolm Turnbull will be able to explain to Australians why he lied and is heartless to the people of North Queensland. #auspol,#auspol,
2017-02-13T22:29:37+0000,807722379247301_1425981034088096,"Senator Cash, the minister for unemployment will have the opportunity in court to explain why she lied to the people of Australia.
#auspol",#auspol,
2017-02-12T21:54:51+0000,807722379247301_1425150824171117,"If you agree, please like & share.",,Clive Palmer shared their post.
2017-02-12T21:48:02+0000,807722379247301_1425146934171506,"Cory, Cory are you there?",,
2017-02-12T21:24:26+0000,807722379247301_1425128244173375,#Goodbye Colin. #Goodbye,"#Goodbye,#Goodbye",
2017-02-12T21:22:26+0000,807722379247301_1425127177506815,Its time for Malcolm to kick some arse....his own!!!,,
2017-02-12T21:21:46+0000,807722379247301_1425126924173507,#Newcastle looks great today.,#Newcastle,
2017-02-12T21:20:19+0000,807722379247301_1425126070840259,"Fake news robs Australians of their freedom.
The press should be the watchtower of freedom.
The people have a right to know.",,
2017-02-12T10:58:54+0000,807722379247301_1424705027549030,The Liberal party moving to control OneNation #auspol,#auspol,
2017-02-12T10:54:31+0000,807722379247301_1424702534215946,"‪All Australians need to work to improve our economy‬

‪Make Australia great again‬",,
2017-02-12T02:57:50+0000,807722379247301_1424421860910680,"Climb the ladder of hope.
Climb the ladder of love.
Celebrate the ocean of peace.",,
2017-02-12T02:57:10+0000,807722379247301_1424421504244049,Poor old #Rupert his profit is down for the quarter.,#Rupert,
2017-02-12T02:56:53+0000,807722379247301_1424421337577399,Give someone you love a hug.,,
2017-02-10T08:36:05+0000,807722379247301_1422922034393996,‪Malcom Turnbull is so intelligent the way he speaks. He doesnt hang out with billionaires? What about Kerry & James Parker. Only on weekends‬,,
2017-02-10T03:42:06+0000,807722379247301_1422780694408130,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-02-10T02:38:27+0000,807722379247301_1422742821078584,Love somebody,,
2017-02-09T23:32:57+0000,807722379247301_1422641291088737,"@TurnbullMalcolm is unconcerned.
Malcolm, one act is worth a thousand words.",,
2017-02-09T23:31:02+0000,807722379247301_1422640084422191,We need a plan to better man,,
2017-02-09T23:30:18+0000,807722379247301_1422639441088922,"Turn on the key of life.
Believe in yourself.",,
2017-02-09T20:09:01+0000,807722379247301_1422502804435919,"Courage sustains us
Courage defines who we are
Truth defines reality",,
2017-02-09T20:04:17+0000,807722379247301_1422494814436718,What Unites us is greater than what Divides us.,,
2017-02-09T20:02:58+0000,807722379247301_1422491587770374,We have got to pull together.,,
2017-02-08T20:31:58+0000,807722379247301_1421563857863147,"God sees your deeds
He knows your needs",,
2017-02-08T20:31:10+0000,807722379247301_1421563374529862,"Cory is just leaving
To take on Pauline
To send all votes back to
The Liberal Party",,
2017-02-08T20:28:53+0000,807722379247301_1421561531196713,How long can we stay drunk on fear out in the wilderness?,,
2017-02-08T09:21:33+0000,807722379247301_1421113821241484,‪The fake news headquarters. The @australian.... ‬,,
2017-02-08T07:53:21+0000,807722379247301_1421069611245905,Smile at someone today and they will smile back.,,
2017-02-08T07:52:02+0000,807722379247301_1421069147912618,Is it true or did you read it in the @couriermail,,
2017-02-08T07:51:08+0000,807722379247301_1421068814579318,"@realDonaldTrump 
Makes me smile
When he used the two thumbs up",,
2017-02-07T22:08:15+0000,807722379247301_1420658674620332,,,Clive Palmer shared The Port Douglas Crocs AFL Club's photo.
2017-02-07T21:41:44+0000,807722379247301_1420644021288464,"Well done to the team Palmer Sea Reef Golf Course. The course looks in excellent condition. I hope to be up to visit over the coming months and also get to the The Port Douglas Crocs AFL Club events as their number one ticket holder.

There is also a great golf course Palmer Coolum Resort and Palmer Gold Coast and Palmer Colonial Golf Course which are all open for play.",,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-02-07T20:53:26+0000,807722379247301_1420601914626008,Great day in Queensland,,
2017-02-07T20:52:40+0000,807722379247301_1420601554626044,God Bless #Australia,#Australia,
2017-02-07T20:04:09+0000,807722379247301_1420561534630046,Stand as a party member. Support your party if sinking.,,
2017-02-07T20:02:01+0000,807722379247301_1420559971296869,"Cory makes me cry
Cory makes me wish
Cory makes me wish 
He respected those who elected him",,
2017-02-07T04:31:43+0000,807722379247301_1419925081360358,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-02-06T22:17:13+0000,807722379247301_1419595964726603,"Has #Turnbull got the #Shorten end of the stick?
#auspol","#Turnbull,#Shorten,#auspol",
2017-02-06T21:26:47+0000,807722379247301_1419565741396292,"Goodbye Cory, Goodbye
@corybernardi #auspol",#auspol,
2017-02-06T21:07:10+0000,807722379247301_1419555844730615,"Goodbye Cory, Goodbye
#auspol",#auspol,
2017-02-06T21:04:36+0000,807722379247301_1419553421397524,"Watch out for Tony Abbott
#auspol",#auspol,
2017-02-06T20:57:45+0000,807722379247301_1419550251397841,"Remember, in the end, we are all #Aussies.",#Aussies.,
2017-02-06T20:53:19+0000,807722379247301_1419547714731428,"Join the The Port Douglas Crocs AFL Club today. Great opportunity to be involved in a great club.

#jointheclub #portdouglas #AFL #premiers

http://www.portdouglasafl.com.au/membership-2017","#jointheclub,#portdouglas,#AFL,#premiers",
2017-02-06T20:48:33+0000,807722379247301_1419545021398364,"As long as we all do the best we can do, that's all we can do.",,
2017-02-06T10:06:11+0000,807722379247301_1419126551440211,‪We need a diverse media where Journos are free to report‬,,
2017-02-06T09:36:39+0000,807722379247301_1419113278108205,‪Few Australians get access to the truth. ‬,,
2017-02-03T23:33:18+0000,807722379247301_1416864451666421,Come and try golf in port douglas with Palmer Sea Palmer Sea Reef Golf Course. Sport and Rec expo at the Community hall in town,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-02-02T04:20:36+0000,807722379247301_1415151205171079,"Citic Limited Releases  Fake News

“The recent statements by the Chairman of Citic Limited that the Sino Iron Project may be closed is designed to intimidate Australian Courts and interfering with Australia independent Justice System.” The Chairman of Mineralogy Clive Palmer stated in Brisbane today.

“While the Chairman of Citic Limited makes such false statements in Australia he does not make them to the Hong Kong Stock Exchange which he is required to do by law if they were true.”

“Mineralogy has approved the Sino Iron Project as has the State of Western Australia in proposals submitted in 2006. The rational for the Chairman of Citic Limited statement has no merit.  It is just a response the Western Australian court orders which in effect require Citic Limited to pay over $100,000,000 on an interim basis pending a final trial in June 2017.

Mineralogy has granted the Sino Iron project the use of land sufficient for 3.9 million tonnes of stockpiles at the port of Cape Preston which has been approved for that purpose by the Western Australian government under section 45(c) of the EPA act. Sino Iron is producing less than 14 million tonnes of concentrate a year no more than (8%) of annual output is required in a port stockpile. Sino Iron has land for sufficient stockpiles for over 40 million tonnes of concentrate Production each year.”

Mr Palmer stated “The Chairman of Citic Limited continues to lie to the Australian people seeking to gain a commercial advantage and threaten Australia’s independence by manipulating public opinion . The Public Relations consultants for Sino Iron continual to distribute Fake News that the Australian press do not properly scrutinise. This Fake News in essence is a foreign governments propaganda designed to scare and mislead Australians and their elected representatives..”

“Since January 2016 the price of iron ore has more than doubled. Following the Western Australian Supreme Court ordering Citic parties to pay Mineralogy US$6 a tonne on future exports of concentrate, Sino Iron’s revenue has increased by more than $500 million dollars a year from January 2016 after deducting the $6 payment. The Chairman of Citic Limited says he may close the project down.  Why? Because Citic is earning an extra $500 million a year? 

The chairman of Citic speaks with a forked tongue. The Chinese Government owned company should stop misleading the Australian people and respect them and our Legal system and ways of doing business in Australia if Chinese State Owned companies want continued to access Australian resources.” 

Mr Palmer went on to say. “Australian companies are denied the opportunity of safely investing in Chinese resources yet Chinese Government owned Companies operating in Australia continue to do their Governments bidding at the expense of Australian jobs and the Nations integrity.”",,
2017-02-01T09:37:23+0000,807722379247301_1414251451927721,‪90% of all news articles about me whilst in parliament were fake news‬,,
2017-01-31T21:57:35+0000,807722379247301_1413637315322468,Great day in #Sydney today,#Sydney,
2017-01-31T21:56:18+0000,807722379247301_1413636178655915,Churchill said Jaw Jaw is better than War War,,
2017-01-31T21:55:20+0000,807722379247301_1413635745322625,Australia is the best place in the world,,
2017-01-29T03:36:38+0000,807722379247301_1410571542295712,The truth will set you free,,
2017-01-29T03:35:56+0000,807722379247301_1410571245629075,The truth will set you free.,,
2017-01-28T20:49:16+0000,807722379247301_1410312432321623,Chinese State Companies ordered to pay Palmer by the Western Australian Supreme Court.,,Clive Palmer added 2 new photos.
2017-01-28T08:09:17+0000,807722379247301_1409714102381456,Ted Obrien's is a disgrace attacking Mark Jamieson. Mark is doing all he can for the Sunshine Coast. Give him your support #auspol,#auspol,
2017-01-28T03:23:00+0000,807722379247301_1409531105733089,Just doing a TV interview addressing comments of Scott Morrison about housing affordability.,,
2017-01-27T10:37:29+0000,807722379247301_1408745639144969,"Statement from Waratah Coal and Clive Palmer

It is with great sorrow that we are now attempting to come to terms with the loss of Peter Lynch, who passed away in a tragic accident in Perth yesterday.

Peter was well known and respected in the mining community throughout Australia and South East Asia.

Peter studied at the University of New South Wales, graduating in 1988, with a degree in mining engineering. He made his mark early in life, being elected as University President in 1985 and later becoming a Board member and Chairman of the University of New South Wales Student Union.

Peter commenced his career as an open cut mining engineer in 1989 at German Creek Coal Mine, managed by Shell subsidiary Capricorn Coal Management Pty Ltd. He quickly advanced through the ranks and carved out a career in underground coal mining, becoming a senior mining engineer and undermanager at one of German Creek’s underground mines known as Central Colliery, where he worked until 1993.

Peter’s ingenuity, business savvy and entrepreneurial spirit allowed him to design, develop and manage a variety of large scale underground and open cut coal projects in the Bowen Basin between 1994 and 2005, notably Oaky North Underground and Moorvale Open Cut, where he held roles as General Manager and Managing Director.

In 2006, Peter joined the ranks of Waratah Coal Pty Ltd as Managing Director and provided Waratah with a vision to develop the Galilee Basin as a vertically integrated mine, rail and port project. His dedication to the Galilee Basin and Waratah allowed him to strike up strong enduring relationships with many State Owned Enterprises from China. 

His enormous enthusiasm for the business and the Galilee Basin, provided Waratah with the platform to launch what can only be described as a world class mineral resource and what will be one of Queensland’s greatest mine, rail and port infrastructure projects.

His zest for business flowed into his personal life, where his passions for restoring cars, boating and flying, were infectious. 

Our sincere condolences are expressed to Peter’s family and friends. He will be sadly missed by all who worked alongside him, especially by the Staff and Management here at Waratah Coal and the Mineralogy Group.",,
2017-01-27T05:03:53+0000,807722379247301_1408433055842894,Peter Lynch had a great vision for  the galilee basin. His passing is a great loss to those who knew him and my deepest and most sincere condolences go to Peters family and friends,,
2017-01-26T08:14:22+0000,807722379247301_1407495062603360,Inauguration Day. President Donald J. Trump,,
2017-01-26T01:04:40+0000,807722379247301_1407212202631646,,,Clive Palmer shared Palmer Colonial Golf Course's photo.
2017-01-26T01:04:03+0000,807722379247301_1407211765965023,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-01-25T21:00:34+0000,807722379247301_1406969852655881,‪Happy Australia Day ‬,,
2017-01-25T06:23:47+0000,807722379247301_1406284112724455,"Great to see Adam Scott at the Palmer Coolum Resort playing the course today. He stopped off and had some pics with the staff

#sunshinecoast @coolumgolf",#sunshinecoast,Clive Palmer added 2 new photos.
2017-01-24T12:13:33+0000,807722379247301_1406282962724570,"The Queensland Premier is a disgrace, her comments about me are untrue.

The Queensland Premier and her government are heartless to people of North Queensland.

I guaranteed personally more than 2 billion dollars over 3 years.

What did labor do? Nothing.",,
2017-01-23T21:03:47+0000,807722379247301_1404444916241708,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-01-22T07:13:48+0000,807722379247301_1402603289759204,"Mineralogy has in no way impeded Chinese Government owned companies from expanding or developing their project. Citic would like Mineralogy to give them their resources and land for free.

No offers or requests for commercial discussions have been made by Citic nor has Citic brought any actions against Mineralogy.  The simple facts are the iron ore price has doubled in the last year and Citic projects are very profitable but they still refuse to pay Australian companies for their resources and follow Australian law. At the same time they threaten to close down the projects to scare Australians.

Citic fails inform the Stock exchange in Hong Kong and breach laws  in Western Australia every day . All parties operating in Australia must follow Australian Law this is something the Chinese Government owned companies fail to do. Australia needs to protect its resources and Australians need to protect their jobs.",,
2017-01-20T22:48:46+0000,807722379247301_1401308343222032,"My golf course in Port Douglas is looking great at the moment. With the weather good and dry for the last three days, its the perfect time to get there and enjoy some golf.",,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-01-19T21:51:54+0000,807722379247301_1400488779970655,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-01-18T07:24:58+0000,807722379247301_1399066286779571,There is not one public servant who doesn't know they can do more,,
2017-01-18T07:24:32+0000,807722379247301_1399066103446256,All Australians need more opportunities.,,
2017-01-18T07:23:50+0000,807722379247301_1399065930112940,More opportunity for people means more productivity #auspol,#auspol,
2017-01-17T23:00:12+0000,807722379247301_1398735326812667,"We can have a more efficient #PublicService
#auspol","#PublicService,#auspol",
2017-01-17T22:54:53+0000,807722379247301_1398732466812953,Australia needs lower #taxes to stimulate the economy #auspol,"#taxes,#auspol",
2017-01-17T05:38:18+0000,807722379247301_1398105743542292,,,Clive Palmer shared Palmer Sea Reef Golf Course's photo.
2017-01-17T03:04:57+0000,807722379247301_1398025643550302,"Turnbull governments axes jobs Brisbane international airport

The Turnbull government has replaced Australian jobs with machines at Brisbane airport. Turnbull has eliminated hundreds of jobs by replacing Border Force  officers with machines,  effectively reducing security and services.

Turnbull has done this to promote the sale of automated equipment from overseas,  Clive Palmer stated in Brisbane today.
 
When I left Australia today there was four border force employees to deal with all traffic from Brisbane airport. The machines could not read my passport or the next passenger details either.

Australia will be the laughing stock of the western world if it persists with such a system. Tourism is now low on Turnbulls agenda. Even the copy cat name of border force is joke to all Australians and an insult to our National identity. We don't need to copy the US in creating aggressive forces that seek to persecute further than serve the Australian community.

Turnbull is a failure his government actions in axing Australian jobs for imported machines a disgrace.

If you’re travelling during the day overseas, I suggest a person should arrive 2 hours early and expect delays while poor Australian public servants dressed up in blue uniforms with gold braid struggle with Technology they don't understand that doesn't work.

After all Malcom was as Tony Abbott said, “Mr Technology”",,
2017-01-14T03:41:16+0000,807722379247301_1395375203815346,"Im convinced that Mayor Tom Tate and the council have told the truth.

Im also convinced they have been unknowingly misled by council officers who have discharged high powered rifles in residential areas for their own criminal purposes.

My staff and other witnesses will co-operate with the council and support Tom Tate's leadership to ensure the safety of all the residents of the Gold Coast.

Gold Coast City Council Gold Coast Bulletin 7 News Gold Coast 9 News Gold Coast",,
